reef_ID,Grav_tot
205,384.9710098
206,1642.68375
207,247.3684631
208,184.0427905
209,22.30748576
210,29.55683968
211,26.92224124
212,14.82396285
213,32.31552003
214,12.36830306
215,0
216,0
217,0
218,435.139044
219,512.8731933
220,402.1864502
221,358.2172813
222,340.1665599
223,335.9862154
224,420.9362265
225,206.2228502
226,200.9909142
227,180.1313077
228,22.18598935
229,23.66894354
230,14.51917801
231,550.5047109
232,492.1305847
233,315.5341629
234,309.981368
235,222.6156782
236,238.9462479
237,225.2103367
238,207.8830721
239,182.5028848
240,170.1028798
241,157.762072
242,174.2801017
243,178.3336211
244,181.0231725
245,148.5137573
246,148.1838504
247,130.6347227
248,17.30729219
249,52.77043387
250,21.83016297
251,17.97952122
252,0
253,0
254,393.7826465
255,355.4781858
256,366.0267982
257,313.3628756
258,322.9840403
259,243.9585505
260,242.4895214
261,200.2241989
262,200.9951555
263,180.7854893
264,165.6249715
265,158.5198954
266,155.0518855
267,156.2549566
268,154.2815083
269,173.6570097
270,195.3204729
271,49.90971125
272,607.3343741
273,14.12253775
274,14.35300224
275,14.09526934
276,0
277,0
278,0
279,19.54322023
280,17.57285264
281,341.9646017
282,333.7264746
283,291.7206247
284,292.496946
285,278.8640454
287,1436.03543
288,252.5654368
289,208.8693498
290,188.0974037
291,170.6715842
292,156.9756367
293,148.2204727
294,139.296526
295,136.8359452
296,138.7791227
297,123.1223838
298,648.6338302
299,6.665997608
300,62.75688304
301,72.82006512
302,0
303,0
304,0
305,0
306,429.2743753
307,339.8973355
308,296.8771136
309,269.3093044
310,261.3873272
311,248.6967028
312,236.9858877
313,225.757715
314,220.9553453
315,278.0714698
316,121.0789606
317,122.3395106
318,117.1309878
319,116.1921664
320,59.66988759
321,56.25447594
322,109.7664515
323,128.7227288
324,558.6172521
325,196.8410738
326,651.9012348
327,496.9088852
328,641.7638396
329,1454.589151
330,31.94272105
331,0
332,0
333,299.0067015
334,312.7928286
335,282.9467819
336,253.5704861
337,236.6338284
338,239.9322805
339,248.4616744
340,108.1339471
341,109.0847487
342,111.2033345
343,119.5646257
344,115.4836371
345,79.40955925
346,75.07878582
347,616.1904383
348,55.24263935
349,557.9036687
350,501.4675953
351,19.16910982
352,39.01711296
353,334.6751469
354,318.7223338
355,283.3416692
356,229.4131326
357,229.0360979
358,98.11054277
359,102.8490454
360,106.525539
361,111.6795117
362,90.39908286
363,85.13595976
364,109.1906162
365,147.7535286
366,612.6007741
367,102.5854566
368,496.580932
369,469.5016961
370,406.9664736
371,30.09503888
372,36.40940546
373,325.1155928
374,310.7999764
375,272.5704939
376,246.4753256
377,227.4331666
378,207.5092223
379,90.07144053
380,91.76500215
381,92.35331262
382,70.76655899
383,112.4326602
384,299.5229354
385,263.6011333
386,280.7885335
387,255.4470509
388,233.9343887
389,210.8340332
390,197.2529791
391,70.50462165
392,75.80000432
393,166.7627514
394,111.2704263
395,178.8572433
396,394.4946124
397,445.9252594
398,36.62910292
399,31.91684801
400,29.39178146
401,27.43928486
402,422.1650745
403,344.6443252
404,289.6700608
405,63.41754937
406,495.2008011
407,47.53355043
408,179.3850457
409,241.1670717
410,311.0069838
411,77.51571181
412,68.86838063
413,849.6853468
414,372.2873246
415,336.5284634
416,28.26798026
417,465.7320293
418,42.29022975
419,38.85125751
420,30.14115972
421,28.13967628
422,26.14748564
423,24.38400938
424,22.90453702
425,199.2693709
426,4943.992147
427,570.9942489
428,51.62038434
429,57.43241185
430,69.66820198
431,272.4750009
432,475.3365986
433,258.5288868
434,55.68263545
435,28.22301683
436,27.03283897
437,43.97430916
438,23.94106713
439,22.95652731
440,22.12717982
441,2714.966269
442,598.1826901
443,253.5845485
444,45.48489709
445,45.30386584
446,42.15247561
447,560.7327829
448,53.30550611
449,142.9807834
450,817.2505691
451,765.8004073
452,23.46062828
453,23.88169782
454,21.84320397
455,21.14898418
456,20.37736249
457,229.3379374
458,379.650175
459,38.1233102
460,35.7967957
461,28.690136
462,76.2876645
463,72.20515362
464,60.70651193
465,93.91028801
466,420.2408755
467,378.1859037
468,38.96059302
469,36.90951123
470,41.59892317
471,561.5112742
472,342.3211682
473,42.71611648
474,39.11426576
475,26.78494383
476,26.06718685
477,23.46941126
478,21.86673927
479,20.84753944
480,19.90055215
481,203.670363
482,30.98865072
483,28.88577985
484,22.58762033
485,85.7213058
486,80.51056127
487,341.2934421
488,49.26300905
489,46.33376631
490,52.66945332
491,111.8852465
492,968.5962898
493,440.0194691
494,44.52259706
495,40.609488
496,28.09425261
497,27.14569039
498,26.69252058
499,42.49717676
500,30.88647836
501,25.87155187
502,27.78863708
503,20.89538192
504,18.02686938
505,207.5996631
506,27.97418379
507,26.55224528
508,24.9894801
509,22.81229267
510,98.82729755
511,88.91305948
512,73.05484834
513,67.96076227
514,93.73114421
515,105.6838873
516,72.67889303
517,62.03778555
518,490.739244
519,505.515191
520,29.84976046
521,25.6445535
522,23.75042637
523,22.6250077
524,42.76181092
525,20.05500464
526,17.15701551
527,278.3790292
528,25.00962967
529,23.50774728
530,22.6812738
531,21.5904659
532,73.87618802
533,68.29565107
534,84.08605025
535,97.58498736
536,1878.721331
537,579.1189964
538,61.75320146
539,60.53533889
540,25.36755985
541,53.23580878
542,20.35798472
543,17.47315956
544,15.6710968
545,299.4557259
546,196.9322847
547,22.62184889
548,20.01106918
549,81.78855391
550,76.62248292
551,67.15386686
552,54.76454279
553,56.23725545
554,70.97682687
555,106.5071608
556,266.9042663
557,137.2082289
558,386.8665648
559,252.456382
560,254.7304148
561,189.549435
562,798.7345723
563,84.59335257
564,115.8523689
565,1837.175103
566,70.51862156
567,72.22897167
568,107.2416909
569,51.15867145
570,38.51616982
571,142.7768768
572,62.27030445
573,30.59924735
574,19.94781762
575,30.43183301
576,21.00794279
577,19.28657298
578,17.05838955
579,241.9811754
580,194.3695348
581,165.0333353
582,21.72818743
583,22.4203165
584,22.85172832
585,128.2781512
586,115.5383217
587,94.06522485
588,84.84966463
589,74.80786944
590,55.59175706
591,71.36164933
592,79.2639599
593,85.39011911
594,84.49232442
595,239.5271161
596,278.4603295
597,2206.537534
598,844.5354407
599,28.38963249
600,223.7903161
601,1520.204674
602,87.25387395
603,158.4774864
604,177.7598598
605,39.60527862
606,57.69751252
607,46.3253244
608,41.59401392
609,29.88799322
610,26.64679625
611,17.08807118
612,16.96411763
613,292.1039784
614,34.90184866
615,16.70543926
616,206.9699544
617,171.2869358
618,22.321128
619,23.19810909
620,24.96202495
621,28.74183659
622,245.7844749
623,209.9751734
624,157.1007799
625,142.9530741
626,83.26855689
627,72.23974297
628,108.0308815
629,12.78476014
630,37.50553677
631,44.23667117
632,529.1269747
633,230.4376478
634,167.2205161
635,217.8558131
636,1506.701979
637,78.99624654
638,100.4492016
639,69.2744883
640,25.06136212
641,34.20493806
642,20.47420702
643,182.6243552
644,31.03285515
645,29.43194541
646,313.1895749
647,276.7044691
648,92.78641629
649,578.5123902
650,1492.875032
651,410.2875049
652,1375.241131
653,272.0719291
654,2231.142457
655,16.65475589
656,22.38002139
657,101.6945178
658,181.4806879
659,26.39789749
660,30.99881903
661,25.37224477
662,1097.222253
663,535.8827798
664,436.8718777
665,473.9686295
666,502.1531514
667,87.90600539
668,81.07747584
669,70.89018847
670,62.90279612
671,329.3515423
672,47.48617238
673,20.83187204
674,29.31161557
675,35.90434654
676,1511.186874
677,1108.33783
678,1195.15948
679,1697.286983
680,18.55515469
681,21.97530936
682,16.24178494
683,14.32205125
684,36.93816813
685,15.1964643
686,102.8335659
687,161.4515524
688,54.82795832
689,81.34776798
690,137.2462961
691,1175.21222
692,669.1710584
693,670.2425103
694,1296.161562
695,1461.865128
696,574.8137458
697,225.7352988
698,185.4773618
699,45.28170856
700,62.22888515
701,113.804297
702,99.53662537
703,62.57426913
704,59.48212129
705,33.94781532
706,45.63744946
707,22.18882518
708,55.20959122
709,82.95639219
710,148.1056159
711,313.9789917
712,835.454362
713,6643.717232
714,11509.58773
715,1363.695626
716,582.0637973
717,21199.60004
718,1730.693878
719,17.25318839
720,16.52651299
721,14.83377277
722,53.95440912
723,15.50329326
724,321.7117026
725,103.3833457
726,604.8320458
727,2398.331534
728,1607.437123
729,16131.55934
730,37856.64302
731,926.300087
732,654.3829492
733,356.8959077
734,240.528592
735,60.40854976
736,65.22197022
737,88.29634911
738,96.67648525
739,57.66604007
740,95.60476278
741,232.8178192
742,195.4697209
743,484.6675082
744,6530.405795
745,40408.74872
746,2173.316955
747,508.6179026
748,229.3688046
749,0
750,0
751,0
752,39335.44073
753,1277.955329
754,15.68406995
755,113.1872852
756,13.60941198
757,2334.895542
758,366.9011761
759,43.80763716
760,69.80820006
761,1039.428072
762,1109.782466
763,6549.720715
764,17353.20066
765,1846.955388
766,657.8299911
767,368.8336907
768,46.2081088
769,71.68551758
770,66.67995115
771,59.15646791
772,86.44955883
773,346.1720899
774,2155.041781
775,11623.4301
776,1729.244064
777,413.6627891
778,0
779,0
780,0
781,0
782,0
783,3827.849657
784,1240.995021
785,62.30746632
786,54.85110317
787,49.44151836
788,44.38610469
789,15.27072224
790,16.43045569
791,29.7159341
792,12.89902815
793,507.4262769
794,31.9145116
795,32.55490229
796,46.58825116
797,23.22242844
798,1065.505568
799,1085.499456
800,888.4013192
801,415.0845047
802,304.1006471
803,243.3148187
804,209.6911902
805,270.3371808
806,603.4500368
807,377.039802
808,473.2910564
809,0
810,0
811,0
812,0
813,0
814,15137.29877
815,1430.325288
816,13.89169434
817,13.40247166
818,11.76307217
819,79.80681637
820,160.953507
821,29.728067
822,30.90057242
823,628.9538205
824,667.6790996
825,552.7511312
826,338.4714675
827,232.1368391
828,207.2085871
829,49.79518778
830,53.51896544
831,73.43056339
832,466.912043
833,41.15723931
834,19.8199819
835,12.11065663
836,0
837,0
838,17035.58319
839,1482.693349
840,61.17567466
841,19.83751259
842,19.26648429
843,12.80796881
844,13.57844027
845,148.2704965
846,109.6232896
847,22.67440397
848,23.23180058
849,537.8540577
850,306.3679931
851,454.2465106
852,289.5811042
853,234.8684579
854,215.3513496
855,141.8227042
856,51.3957253
857,88.56461732
858,574.5195527
859,244.8646122
860,89.29951247
861,6.328836251
862,0
863,9240.304598
864,1136.663313
865,58.91589588
866,26.87976722
867,24.0704619
868,111.9495586
869,107.3564053
870,21.36312847
871,21.75366072
872,18.62703391
873,27.25096411
874,364.9184032
875,447.850147
876,339.4677126
877,265.6420474
878,223.110243
879,121.2276849
880,81.65372381
881,53.12020886
882,49.76915512
883,45.72343245
884,0
885,0
886,0
887,0
888,1528.8269
889,737.8169423
890,79.08292209
891,55.81274353
892,49.23261324
893,44.48657495
894,40.08419751
895,36.80523976
896,18.59560529
897,16.36490593
898,10.01412426
899,111.6608975
900,19.97719042
901,20.39599141
902,21.52901087
903,23.93412865
904,26.93017604
905,29.76479287
906,185.1685387
907,238.986835
908,84.45772408
909,37.30665684
910,391.3353908
911,545.4612316
912,868.6833801
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,558.5722618
921,67.49379079
922,59.73672079
923,52.47618404
924,46.59590442
925,42.32030786
926,38.34947953
927,35.36517087
928,32.4916793
929,19.28433793
930,42.40671553
931,11.14911361
932,11.54965704
933,12.79693031
934,10.35827427
935,8.930093296
936,93.8234986
937,91.19301393
938,19.17605287
939,19.6244759
940,20.63277715
941,21.94194209
942,23.50826995
943,26.26977675
944,34.65021591
945,178.7158731
946,232.2692244
947,220.7199725
948,112.436367
949,1227.497772
950,360.0452229
951,618.442151
952,911.9298151
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,314.1817918
965,63.02453265
966,56.05743232
967,49.657837
968,44.42516967
969,40.54783451
970,36.87729119
971,34.09624789
972,31.32782879
973,24.31514251
974,11.88350932
975,13.22074344
976,21.85607957
977,89.03954712
978,92.88176073
979,19.24234295
980,19.84480778
981,20.63413923
982,22.42284788
983,24.98356642
984,30.65321505
985,298.2745905
986,1207.549476
987,482.5101964
988,2087.584138
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,179.2585395
1001,215.0379398
1002,52.74823404
1003,47.00149523
1004,42.29133227
1005,38.76538482
1006,35.36726078
1007,32.74233343
1008,30.1834457
1009,27.96385271
1010,24.69173195
1011,16.08722619
1012,17.33153047
1013,12.95027037
1014,14.42166241
1015,13.90391792
1016,12.87542757
1017,34.49444695
1018,12.32797626
1019,9.819446613
1020,82.48058952
1021,77.25019421
1022,22.46897372
1023,26.59232902
1024,32.04195042
1025,38.6445512
1026,687.6537545
1027,410.4348986
1028,1484.780211
1029,13892.95867
1030,43.14872783
1031,65.32850646
1032,2587.447415
1033,78.16669597
1034,199.404964
1035,0
1036,0
1037,0
1038,0
1039,0
1040,307.4194848
1041,218.0343287
1042,44.96308543
1043,40.61905307
1044,37.30553348
1045,34.0976806
1046,31.61968002
1047,29.25731186
1048,27.05451938
1049,23.54634093
1050,19.36830356
1051,13.96473117
1052,13.36001488
1053,10.8190382
1054,10.01522316
1055,10.4934556
1056,14.00156829
1057,18.98731662
1058,11.39962452
1059,79.68303524
1060,69.84364593
1061,28.66048787
1062,34.01384597
1063,42.05879192
1064,3947.68609
1065,621.937298
1066,1397.754075
1067,31.46355048
1068,39.42178039
1069,33.28470201
1070,36.83457647
1071,62.52254704
1072,87.4539411
1073,319.9047158
1074,1542.451696
1075,1733.524641
1076,1199.992799
1077,307.5273267
1078,284.5619182
1079,43.05164765
1080,35.90849581
1081,32.88633362
1082,28.2255438
1083,26.10238049
1084,24.45815179
1085,22.75305022
1086,21.48589313
1087,20.79316786
1088,20.34003504
1089,19.85119835
1090,23.93400141
1091,17.93638732
1092,14.56861575
1093,12.35492906
1094,10.58031938
1095,9.576934398
1096,9.037049077
1097,8.88061982
1098,9.358142789
1099,23.08660889
1100,13.13769258
1101,9.17916034
1102,76.11245971
1103,36.61097612
1104,43.70371382
1105,129.2481605
1106,96.15352551
1107,74.90510127
1108,55.51392633
1109,1827.905436
1110,786.7764162
1111,1445.422449
1112,293.6991861
1113,201.6587752
1114,37.20664187
1115,34.33662021
1116,31.56722432
1117,29.33351053
1118,27.03506122
1119,25.03308499
1120,23.36011052
1121,21.89319568
1122,20.84433577
1123,20.09236887
1124,17.22587523
1125,173.9792209
1126,110.0525722
1127,157.9233875
1128,103.4021902
1129,58.1003573
1130,31.38540315
1131,20.67816131
1132,13.03831127
1133,9.778023539
1134,8.5576248
1135,8.441119562
1136,9.492434653
1137,14.09562602
1138,26.0414582
1139,137.2032882
1140,35.9134634
1141,124.9215111
1142,93.6055666
1143,73.1968892
1144,40.81777763
1145,1000.093737
1146,1055.318185
1147,274.6106323
1148,205.2375363
1149,39.17696746
1150,35.6822404
1151,30.33500462
1152,28.12531782
1153,25.94161422
1154,23.84300967
1155,22.3352126
1156,21.08506726
1157,19.95253611
1158,18.83834078
1159,17.55493059
1160,32.7424903
1161,21.97957388
1162,150.5406806
1163,33.7938665
1164,10766.72042
1165,2516.809932
1166,104.0783213
1167,40.64869418
1168,24.39481525
1169,18.03398179
1170,14.18069448
1171,11.78384676
1172,10.40092987
1173,8.729444082
1174,8.402291329
1175,8.693083448
1176,10.33069795
1177,33.95267807
1178,231.286303
1179,86.39726306
1180,28.66508734
1181,32.1745617
1182,39.39383674
1183,60.10918122
1184,1376.085397
1185,159.3844717
1186,108.5496572
1187,83.85953557
1188,57.56149181
1189,49.852647
1190,763.1119422
1191,553.0113933
1192,21.09540012
1193,19.14898006
1194,16.52307281
1195,830.7264596
1196,241.8583842
1197,192.0548538
1198,37.39806705
1199,34.39784888
1200,29.06043609
1201,24.74809308
1202,22.9116371
1203,21.61104401
1204,20.25200456
1205,18.84154756
1206,17.75234482
1207,13.2016735
1208,21.56721013
1209,128.2423433
1210,245.5368333
1211,95.35610721
1212,61.8553087
1213,32.29640355
1214,21.1651452
1215,16.31880157
1216,13.18419482
1217,11.21342125
1218,10.01027934
1219,9.103519047
1220,8.538515541
1221,8.875399285
1222,14.95479345
1223,12.39077472
1224,80.98189406
1225,63.73356983
1226,24.69343834
1227,29.70190937
1228,35.16313121
1229,40.64403373
1230,55.95533927
1231,195.196663
1232,136.1337885
1233,97.99992468
1234,77.49738495
1235,43.21617392
1236,31.38035705
1237,412.686492
1238,1804.049837
1239,2122.180222
1240,1001.98348
1241,379.512557
1242,395.4846606
1243,47.09743397
1244,36.5326738
1245,21.78668728
1246,221.837337
1247,184.9553422
1248,164.0163559
1249,35.38098458
1250,32.61814468
1251,23.65179097
1252,20.56681785
1253,19.11535624
1254,17.87205706
1255,21.24966254
1256,22.71746048
1257,42.43537122
1258,49.9283166
1259,31.42697847
1260,23.77414476
1261,18.22156771
1262,14.71239027
1263,12.23136767
1264,10.60265881
1265,8.575000292
1266,9.154464162
1267,9.62022459
1268,10.13872953
1269,63.76428555
1270,63.29334494
1271,54.28229441
1272,41.6123492
1273,52.76009452
1274,99.68289628
1275,237.603795
1276,159.3220299
1277,113.4338167
1278,84.85519313
1279,70.85320748
1280,31.00857466
1281,36.49750323
1282,258.4329575
1283,387.3159286
1284,416.7064076
1285,3513.380271
1286,1846.509698
1287,1644.2679
1288,315.1845384
1289,57.81144562
1290,72.30816119
1291,295.8907707
1292,38.11429639
1293,162.8311571
1294,150.2220429
1295,26.28806726
1296,24.5027479
1297,19.69626473
1298,18.41107104
1299,24.89832805
1300,22.09804645
1301,23.88458971
1302,21.14634065
1303,18.32246812
1304,15.49284886
1305,13.61499552
1306,11.57904676
1307,8.995515146
1308,13.9639953
1309,31.83282907
1310,9.420720776
1311,55.82247698
1312,48.4001059
1313,37.99867087
1314,38.42619041
1315,210.2075028
1316,160.2446255
1317,132.2413884
1318,100.5059867
1319,76.78910974
1320,63.93190997
1321,55.9578418
1322,37.8913181
1323,35.91657391
1324,921.7873439
1325,2212.566294
1326,1225.216755
1327,22.75349333
1328,46.22648883
1329,99.45735972
1330,3130.077122
1331,223.0879607
1332,48.23950765
1333,26.75129965
1334,28.07286598
1335,29.35585435
1336,30.98956445
1337,39.48138007
1338,42.50157764
1339,45.37623971
1340,181.9202162
1341,164.2924625
1342,134.4840307
1343,127.5743584
1344,123.2184925
1345,26.64737918
1346,25.01907659
1347,20.27124792
1348,18.12349986
1349,17.04990982
1350,14.50183129
1351,19.99640505
1352,17.84004446
1353,16.27581654
1354,13.547527
1355,12.15609655
1356,11.0739631
1357,8.911945393
1358,8.400020858
1359,8.037066231
1360,6.534788918
1361,5.787179831
1362,56.43531065
1363,48.71448532
1364,34.7815231
1365,34.58934701
1366,117.2221911
1367,89.55579087
1368,70.55133264
1369,60.02321061
1370,52.33457484
1371,33.27004138
1372,9318.154117
1373,56.80759655
1374,78.47928202
1375,94.478958
1376,70.92050715
1377,43.19777902
1378,0
1379,0
1380,27.31382532
1381,28.72948741
1382,30.18503813
1383,31.99952686
1384,36.05740426
1385,38.6094114
1386,58.48216156
1387,115.2323368
1388,101.9481419
1389,106.7545854
1390,109.8522105
1391,105.7950064
1392,105.6558664
1393,106.6285279
1394,25.75639324
1395,24.51196214
1396,22.45977077
1397,21.2272305
1398,19.88708662
1399,18.84688562
1400,17.14774449
1401,16.98574119
1402,14.62823362
1403,11.81366537
1404,10.31914327
1405,9.622117383
1406,8.625102183
1407,8.418770094
1408,7.326230414
1409,6.740450022
1410,6.476822155
1411,6.644811794
1412,12.23805327
1413,6.587968867
1414,54.95259295
1415,49.5800193
1416,41.78300269
1417,52.13243812
1418,81.04749708
1419,63.56375453
1420,35.88887378
1421,36.24674578
1422,36.97617283
1423,38.5254741
1424,41.38544061
1425,43.80331944
1426,1754.099396
1427,1363.581063
1428,46.86889278
1429,310.4975967
1430,26.33589536
1431,30.56365378
1432,32.46505769
1433,34.39150156
1434,39.52729019
1435,80.33036124
1436,126.3050492
1437,132.9264922
1438,93.52041519
1439,83.61521389
1440,82.39612813
1441,85.55648276
1442,23.22829484
1443,22.33749946
1444,21.49546292
1445,20.67112978
1446,19.52525731
1447,18.5921616
1448,17.66278214
1449,15.76026605
1450,39.64458176
1451,15.83494083
1452,12.48875062
1453,11.7334468
1454,11.01842283
1455,10.43162904
1456,9.260814868
1457,6.447509898
1458,6.261849359
1459,6.789334516
1460,76.18881097
1461,5.875962113
1462,81.92934652
1463,31.08580552
1464,34.39973494
1465,37.8549724
1466,42.64573023
1467,91.10417509
1468,71.20137153
1469,67.52778912
1470,63.60633632
1471,49.66688445
1472,45.39873599
1473,39.58281752
1474,40.41525568
1475,44.17821349
1476,1471.434856
1477,1718.935211
1478,77.98195123
1479,70.96517171
1480,40.35979917
1481,53.66894193
1482,324.3541292
1483,58.22366376
1484,0.686626373
1485,0
1486,0
1487,32.49036412
1488,34.41891562
1489,36.86714712
1490,39.6277236
1491,45.95773018
1492,49.03854996
1493,53.1456811
1494,57.96243075
1495,63.73924451
1496,69.44457492
1497,74.25746291
1498,75.9633524
1499,25.95742623
1500,20.63321716
1501,19.9280385
1502,19.22787081
1503,18.49132071
1504,17.82556423
1505,17.1510257
1506,14.22318462
1507,14.92271463
1508,11.80251145
1509,10.47110422
1510,9.91636886
1511,8.963239747
1512,8.658657979
1513,8.324690495
1514,6.086454183
1515,7.842380123
1516,8.01156272
1517,122.8067471
1518,47.55607159
1519,42.18580393
1520,36.11211156
1521,41.0134967
1522,46.07218506
1523,45.10196086
1524,67.1407965
1525,64.33796681
1526,61.18663855
1527,58.50971647
1528,55.3280442
1529,50.27430301
1530,48.34812657
1531,45.54641864
1532,45.33916731
1533,48.11841957
1534,46.68431173
1535,48.02056688
1536,47.40433944
1537,48.91326364
1538,52.81832787
1539,81.75388407
1540,81.19741974
1541,71.21740851
1542,46.28746412
1543,73.36092648
1544,46.00761237
1545,48.77874773
1546,96.61163026
1547,51.53496287
1548,1529.450754
1549,0.669787436
1550,0
1551,0
1552,23.95401708
1553,22.56559665
1554,21.30800864
1555,20.37547629
1556,19.62040173
1557,18.99930617
1558,18.60156483
1559,18.1258455
1560,17.54625697
1561,16.87534556
1562,16.17564032
1563,14.53447021
1564,14.72758037
1565,10.1169903
1566,9.589685738
1567,9.169476506
1568,8.858217963
1569,8.299718099
1570,8.073046131
1571,6.225562112
1572,10.47083803
1573,4.573426793
1574,3.63380342
1575,47.30670798
1576,45.31375986
1577,35.84426727
1578,51.19501606
1579,63.3054119
1580,47.78285741
1581,104.3646205
1582,47.36668512
1583,63.61663422
1584,58.89287701
1585,54.0623214
1586,51.52834677
1587,46.50674096
1588,44.66451095
1589,44.87719906
1590,51.49502678
1591,54.39549378
1592,50.78479886
1593,55.89003832
1594,53.4482257
1595,57.12342516
1596,59.58585965
1597,64.75045517
1598,73.03413189
1599,89.0435769
1600,87.07708496
1601,37.39787693
1602,29.98043065
1603,251.847766
1604,77.51029252
1605,12463.55908
1606,242.1791463
1607,0
1608,0
1609,0
1610,0
1611,0
1612,24.76682133
1613,23.72552147
1614,22.60638553
1615,21.46318658
1616,19.77498203
1617,19.11633595
1618,18.68125381
1619,18.26956459
1620,17.75708049
1621,17.12311649
1622,16.50713668
1623,15.97159939
1624,17.75058271
1625,14.58356586
1626,11.19733835
1627,10.46390273
1628,9.848513315
1629,9.475137026
1630,9.118807096
1631,8.242284669
1632,8.158896252
1633,5.813237633
1634,5.713038523
1635,22.00799031
1636,4.462312009
1637,48.3701821
1638,41.12044726
1639,36.05959423
1640,32.50385628
1641,68.31745868
1642,103.8234055
1643,92.76805306
1644,105.5076344
1645,130.1791513
1646,192.3873904
1647,51.54371841
1648,46.28558287
1649,41.78218791
1650,44.32563177
1651,63.92168726
1652,59.73936355
1653,57.11325339
1654,58.85976269
1655,64.24696345
1656,66.18212608
1657,63.16407896
1658,67.60560136
1659,71.30675094
1660,72.55254311
1661,80.77322343
1662,96.15788614
1663,117.5380312
1664,85.30506593
1665,96.28580983
1666,44.44334713
1667,41.92536356
1668,39.7408654
1669,40.81939022
1670,52.84499831
1671,49.17277156
1672,47.24900133
1673,55.71945248
1674,0
1675,0
1676,0
1677,0
1678,0
1679,37.72197431
1680,35.62429358
1681,33.71112601
1682,24.72919639
1683,23.53298502
1684,22.72396538
1685,21.87100042
1686,21.05230097
1687,20.2584565
1688,19.46404698
1689,18.85247851
1690,18.29356654
1691,17.81656964
1692,17.37885589
1693,16.66340594
1694,16.12909233
1695,15.60620186
1696,13.15575561
1697,17.616789
1698,10.88902797
1699,10.29922428
1700,9.656283909
1701,8.64836159
1702,8.309099707
1703,4.383593087
1704,26.86338519
1705,5.05380435
1706,4.26229023
1707,3.508037591
1708,36.47962906
1709,39.66668257
1710,35.48522961
